total_buildings,total_boroughs,avg_floors,max_floors,median_floors,avg_bldgarea,max_bldgarea,avg_lotarea,max_lotarea,avg_unitstotal,max_unitstotal,oldest_year,newest_year,total_landuse_types,total_zoning_types
815442,5,2.49,342,2.0,6938.59,17095037.0,6276.83,214378390.0,5.0,13921,1801,2025,11,200
